"Cod mes","Cod anio","Cod municipio","Cod comunidad","Comunidad Aut","Cod provincia","Provincia","Municipio","total Paro Registrado","Paro hombre edad < 25","Paro hombre edad 25 -45","Paro hombre edad >=45","Paro mujer edad < 25","Paro mujer edad 25 -45","Paro mujer edad >=45","Paro Agricultura","Paro Industria","Paro Construcci�n","Paro Servicios","Paro Sin empleo Anterior","total Paro Registrado_Min_value","Cod min_mes","total Paro Registrado_Max_value","Cod max_mes"
201101,"2011","06043",11,"Extremadura",6,"Badajoz","Don �lvaro",96.25,6.17,8.17,19.75,7.67,25.83,28.67,0.83,5,10.83,70.33,9.25,87,"201108",104,"201112"
201101,"2011","06044",11,"Extremadura",6,"Badajoz","Don Benito",3788,283.83,757.33,568.33,253.5,1145.17,779.83,367.42,300.25,517.17,2120.75,482.42,3294,"201107",4451,"201112"
201101,"2011","06045",11,"Extremadura",6,"Badajoz","Entr�n Bajo",36.42,2,9,7.58,5.83,6.08,5.92,5.83,3.67,3.83,19.67,3.42,29,"201109",48,"201111"
201101,"2011","06046",11,"Extremadura",6,"Badajoz","Esparragalejo",200.58,15.17,28.92,29.25,15.42,63.17,48.67,18.33,8,31.75,117.92,24.58,189,"201104",210,"201108"
201101,"2011","06047",11,"Extremadura",6,"Badajoz","Esparragosa de la Serena",138,12.25,26.92,12.92,7.75,41.5,36.67,7.25,15.5,11.42,88.67,15.17,133,"201104",145,"201106"
201101,"2011","06048",11,"Extremadura",6,"Badajoz","Esparragosa de Lares",105.17,7.33,19.33,12.75,8.58,31.25,25.92,2.58,7.92,15.83,66,12.83,92,"201107",119,"201112"
201101,"2011","06049",11,"Extremadura",6,"Badajoz","Feria",159.92,7.25,23,14.58,16.08,51.75,47.25,7.42,4.83,19.17,103.92,24.58,146,"201103",172,"201112"
201101,"2011","06050",11,"Extremadura",6,"Badajoz","Fregenal de la Sierra",594.75,39.5,94.25,102.17,34.25,185.58,139,9,75.17,70.33,380.5,59.75,558,"201105",627,"201110"
201101,"2011","06051",11,"Extremadura",6,"Badajoz","Fuenlabrada de los Montes",151.17,9.33,33,23.5,13.25,48.5,23.58,9.67,6.08,16.33,102.17,16.92,135,"201101",170,"201112"
201101,"2011","06052",11,"Extremadura",6,"Badajoz","Fuente de Cantos",718.25,56.67,133.83,94.67,51.5,177.92,203.67,22.17,47.25,126.17,378.5,144.17,682,"201107",747,"201110"
201101,"2011","06053",11,"Extremadura",6,"Badajoz","Fuente del Arco",53.92,4.42,11,9.5,3.25,10.5,15.25,3.92,0.25,9.33,31.92,8.5,49,"201105",59,"201106"
201101,"2011","06054",11,"Extremadura",6,"Badajoz","Fuente del Maestre",763.25,66.5,108.08,76.17,90.33,202.42,219.75,83.08,37.5,75.33,378.5,188.83,731,"201101",790,"201112"
201101,"2011","06055",11,"Extremadura",6,"Badajoz","Fuentes de Le�n",323.33,29.75,46.5,43.5,31.67,87.5,84.42,4.83,37.67,51.17,178.33,51.33,288,"201101",363,"201110"
201101,"2011","06056",11,"Extremadura",6,"Badajoz","Garbayuela",60.08,4.5,14.67,12.5,2.92,15.42,10.08,0.42,1.17,11.42,42.67,4.42,54,"201104",65,"201101"
201101,"2011","06057",11,"Extremadura",6,"Badajoz","Garlitos",69.5,2.33,8.75,11.08,3.67,18.17,25.5,0.17,9.92,6.33,40.58,12.5,59,"201106",79,"201103"
201101,"2011","06058",11,"Extremadura",6,"Badajoz","Garrovilla, La",311.42,25.17,55.67,54.83,22.08,86.5,67.17,32.17,22.25,69.25,161.25,26.5,292,"201105",359,"201112"
201101,"2011","06059",11,"Extremadura",6,"Badajoz","Granja de Torrehermosa",238.5,18.67,38,39.33,24,49.33,69.17,8,11.08,35.25,129.42,54.75,219,"201101",266,"201110"
201101,"2011","06060",11,"Extremadura",6,"Badajoz","Guare�a",621.33,46.92,91.75,75.25,56.92,155.58,194.92,82.17,50.25,48,346.08,94.83,563,"201107",679,"201111"
201101,"2011","06061",11,"Extremadura",6,"Badajoz","Haba, La",147.83,9.08,24.08,38.08,9.17,37.25,30.17,8,7.83,34.67,85.42,11.92,136,"201105",161,"201110"
201101,"2011","06062",11,"Extremadura",6,"Badajoz","Helechosa de los Montes",59.17,4.17,12.67,2.83,3.08,16.42,20,2.33,0.42,10.58,40,5.83,45,"201102",70,"201110"
201101,"2011","06063",11,"Extremadura",6,"Badajoz","Herrera del Duque",454.58,42.83,70.58,73.83,22.25,123.25,121.83,17.92,24.5,81.67,270.08,60.42,419,"201106",493,"201112"
201101,"2011","06064",11,"Extremadura",6,"Badajoz","Higuera de la Serena",197.25,14.42,28.42,39.92,16.83,47.5,50.17,5.92,7.08,28.58,136.92,18.75,183,"201102",212,"201112"
201101,"2011","06065",11,"Extremadura",6,"Badajoz","Higuera de Llerena",32.42,3.17,5.92,3.67,3.42,11.42,4.83,1.25,0,7.83,20.75,2.58,24,"201108",39,"201102"
201101,"2011","06066",11,"Extremadura",6,"Badajoz","Higuera de Vargas",240.75,17.58,32,35.75,30.67,60.67,64.08,28.08,10.33,29.42,128.42,44.5,212,"201107",252,"201101"
201101,"2011","06067",11,"Extremadura",6,"Badajoz","Higuera la Real",280.5,22.25,41.58,44.17,14.58,86.83,71.08,4.08,52,32.17,167.83,24.42,259,"201105",312,"201110"
201101,"2011","06068",11,"Extremadura",6,"Badajoz","Hinojosa del Valle",65.08,6.67,10.75,10.25,6.92,13.58,16.92,7.25,1.92,4.5,45.33,6.08,59,"201111",69,"201106"
201101,"2011","06069",11,"Extremadura",6,"Badajoz","Hornachos",434.25,18.33,72.67,35.75,35.83,128,143.67,41.75,13.25,57.25,209.25,112.75,397,"201106",486,"201101"
201101,"2011","06070",11,"Extremadura",6,"Badajoz","Jerez de los Caballeros",1145.42,84.5,225,161.75,82.25,299,292.92,18.42,226.83,128.67,607.83,163.67,1050,"201101",1278,"201111"
201101,"2011","06071",11,"Extremadura",6,"Badajoz","Lapa, La",37,2.33,6,3.67,3.08,10.17,11.75,0.25,0.33,5.58,24.67,6.17,34,"201109",44,"201110"
201101,"2011","06072",11,"Extremadura",6,"Badajoz","Lob�n",355.58,29.5,57.5,42.92,37.5,94.83,93.33,48.83,24.83,69.75,180.83,31.33,337,"201106",391,"201110"
201101,"2011","06073",11,"Extremadura",6,"Badajoz","Llera",110.25,5.17,19,23.08,11.58,28.92,22.5,8.67,4.42,22.92,65,9.25,100,"201104",124,"201110"
201101,"2011","06074",11,"Extremadura",6,"Badajoz","Llerena",721.08,60.67,162.17,104.42,47.83,216.42,129.58,14.75,34.42,87.42,507.17,77.33,674,"201107",796,"201110"
201101,"2011","06075",11,"Extremadura",6,"Badajoz","Magacela",52.92,4.42,12.08,9.42,6.08,8.42,12.5,2.83,2.67,9.33,31.75,6.33,45,"201101",62,"201112"
201101,"2011","06076",11,"Extremadura",6,"Badajoz","Maguilla",82,4.17,18.92,14.5,8.08,21.92,14.42,6.5,4.83,24.25,36.92,9.5,70,"201108",96,"201111"
201101,"2011","06077",11,"Extremadura",6,"Badajoz","Malcocinado",23.5,3.25,3.58,5,0.25,7,4.42,1.5,0,0.67,20.67,0.67,19,"201112",30,"201102"
201101,"2011","06078",11,"Extremadura",6,"Badajoz","Malpartida de la Serena",77.17,3.67,18.92,8.25,5.08,27.25,14,0.5,5.08,2.17,62.83,6.58,68,"201102",83,"201104"
201101,"2011","06079",11,"Extremadura",6,"Badajoz","Manchita",71.08,3.67,11.42,10.08,10.08,18.17,17.67,16.67,4,5.42,37.5,7.5,64,"201107",83,"201103"
201101,"2011","06080",11,"Extremadura",6,"Badajoz","Medell�n",168.17,12.75,25.58,28.42,12.92,47.25,41.25,22.83,12.75,20.92,100.92,10.75,139,"201107",193,"201110"
201101,"2011","06081",11,"Extremadura",6,"Badajoz","Medina de las Torres",181.08,12.75,21.08,19.75,13.25,56.08,58.17,3.33,16.33,15.83,119.08,26.5,172,"201108",203,"201110"
201101,"2011","06082",11,"Extremadura",6,"Badajoz","Mengabril",53.17,2.58,5.83,12.33,5.25,18,9.17,9,2.67,9.5,30.08,1.92,42,"201108",61,"201112"
201101,"2011","06083",11,"Extremadura",6,"Badajoz","M�rida",7268.42,598.58,1558.83,995.67,528.33,2075,1512,154.17,316.67,810.92,5367.08,619.58,6889,"201105",7900,"201112"
201101,"2011","06084",11,"Extremadura",6,"Badajoz","Mirandilla",186.83,10.75,38.75,28.67,12.5,49,47.17,6.67,9.33,22.17,123.67,25,169,"201108",206,"201110"
201101,"2011","06085",11,"Extremadura",6,"Badajoz","Monesterio",462.08,40.83,94.67,60.25,27,138.92,100.42,8.75,37,105.67,256.08,54.58,428,"201101",518,"201112"
201101,"2011","06086",11,"Extremadura",6,"Badajoz","Montemol�n",220.42,12,35,37,22.08,52.25,62.08,10.75,12.33,55.42,99.83,42.08,211,"201105",229,"201102"
201101,"2011","06087",11,"Extremadura",6,"Badajoz","Monterrubio de la Serena",272.92,12.58,50.33,52.08,18.75,84.58,54.58,8,36.75,26.83,177.25,24.08,259,"201105",292,"201110"
201101,"2011","06088",11,"Extremadura",6,"Badajoz","Montijo",2843,236.83,554.58,419,203.58,734.17,694.83,408.25,281.42,484,1466.75,202.58,2634,"201106",3131,"201112"
201101,"2011","06089",11,"Extremadura",6,"Badajoz","Morera, La",61.33,1.5,8.42,7.67,7.75,20.58,15.42,4.58,2.08,9.08,37.58,8,55,"201105",66,"201101"
201101,"2011","06090",11,"Extremadura",6,"Badajoz","Nava de Santiago, La",119.67,6.67,9.83,16.5,14.5,35.17,37,15.92,9.67,3.83,74.08,16.17,110,"201104",133,"201111"
201101,"2011","06091",11,"Extremadura",6,"Badajoz","Navalvillar de Pela",554.67,43.5,81.17,87.83,37.92,158.75,145.5,60.58,33.17,45.33,368.33,47.25,493,"201106",613,"201103"
201101,"2011","06092",11,"Extremadura",6,"Badajoz","Nogales",85,5.5,10.92,7.5,11.58,32.83,16.67,7.08,5.25,9.33,56.67,6.67,76,"201109",96,"201112"
201101,"2011","06093",11,"Extremadura",6,"Badajoz","Oliva de la Frontera",677.42,67.75,129.33,90.67,63.75,187.33,138.58,42.5,53.33,107.75,389.5,84.33,649,"201104",740,"201110"
201101,"2011","06094",11,"Extremadura",6,"Badajoz","Oliva de M�rida",102.42,6.42,16.83,11.75,13.75,23.42,30.25,22,2.25,17.92,43.17,17.08,85,"201106",120,"201111"
201101,"2011","06095",11,"Extremadura",6,"Badajoz","Olivenza",1435.25,125.67,269.5,217.75,118.92,389.08,314.33,188.67,74.33,184.92,764.17,223.17,1315,"201105",1504,"201102"
201101,"2011","06096",11,"Extremadura",6,"Badajoz","Orellana de la Sierra",43,2.33,7.08,12.17,1.08,5,15.33,1.08,0.5,9.67,27.5,4.25,38,"201104",49,"201110"
201101,"2011","06097",11,"Extremadura",6,"Badajoz","Orellana la Vieja",319.67,34.17,55.75,52.25,19.58,77.25,80.67,26,11.75,55,194.5,32.42,290,"201108",355,"201103"
201101,"2011","06098",11,"Extremadura",6,"Badajoz","Palomas",88.17,1.92,7.75,13,7.75,27.92,29.83,15.17,2.08,12.33,53,5.58,76,"201109",101,"201103"
201101,"2011","06099",11,"Extremadura",6,"Badajoz","Parra, La",169.08,13.08,32.5,26.67,11.83,41.25,43.75,20,4,28.58,82,34.5,139,"201109",186,"201112"
201101,"2011","06100",11,"Extremadura",6,"Badajoz","Pe�alsordo",85.67,3.5,12.83,19.75,7.08,18.33,24.17,2.25,4.67,8.08,63.83,6.83,82,"201107",92,"201112"
201101,"2011","06101",11,"Extremadura",6,"Badajoz","Peraleda del Zaucejo",63,0.92,10.92,10.67,2.83,23.5,14.17,5.67,6.5,3.33,46,1.5,57,"201101",73,"201111"
201101,"2011","06102",11,"Extremadura",6,"Badajoz","Puebla de Alcocer",105.25,8.75,15.25,24.5,7.58,21.08,28.08,5.17,8.08,10.33,65.17,16.5,91,"201104",119,"201110"
201101,"2011","06103",11,"Extremadura",6,"Badajoz","Puebla de la Calzada",768.42,68.58,138.67,101.5,49.25,236.5,173.92,84.33,86.25,127.75,396.5,73.58,707,"201107",871,"201112"
201101,"2011","06104",11,"Extremadura",6,"Badajoz","Puebla de la Reina",114.08,7.17,12.25,18.75,7.83,32.17,35.92,11.83,5.58,18.5,58,20.17,107,"201112",122,"201106"
201101,"2011","06105",11,"Extremadura",6,"Badajoz","Puebla del Maestre",89.83,3.42,18.67,8.92,3.67,29.33,25.83,4.42,4.08,8.67,68.92,3.75,83,"201104",94,"201102"
201101,"2011","06106",11,"Extremadura",6,"Badajoz","Puebla del Prior",83.33,8.83,9.33,10.08,9.75,20.25,25.08,7.58,3.42,13.58,44,14.75,78,"201109",89,"201107"
201101,"2011","06107",11,"Extremadura",6,"Badajoz","Puebla de Obando",198.92,13.75,39.5,27.42,20.75,54.33,43.17,35.17,6,27.75,99.92,30.08,168,"201106",219,"201112"
201101,"2011","06108",11,"Extremadura",6,"Badajoz","Puebla de Sancho P�rez",381,32,73.25,51.33,29.67,99.83,94.92,16.83,27.25,63,203.67,70.25,360,"201105",422,"201112"
201101,"2011","06109",11,"Extremadura",6,"Badajoz","Quintana de la Serena",817.33,50.58,136.75,103.92,42.33,230.92,252.83,13.08,147.33,66.17,453.5,137.25,730,"201104",940,"201112"
201101,"2011","06110",11,"Extremadura",6,"Badajoz","Reina",13.67,0.25,1.25,5.33,1.83,2.5,2.5,0.5,1,2.25,9.33,0.58,11,"201102",18,"201111"
201101,"2011","06111",11,"Extremadura",6,"Badajoz","Rena",38.67,2,2.83,7.42,3.25,13.42,9.75,4.17,1.17,2.42,22.67,8.25,31,"201108",50,"201110"
201101,"2011","06112",11,"Extremadura",6,"Badajoz","Retamal de Llerena",72.33,5.5,7.17,13.75,1.83,21.75,22.33,5.58,0.5,14.75,41.92,9.58,62,"201106",78,"201101"
201101,"2011","06113",11,"Extremadura",6,"Badajoz","Ribera del Fresno",420.25,28.5,65.58,39.83,37.42,124.92,124,48.83,26.33,52.75,192.83,99.5,405,"201109",440,"201112"
201101,"2011","06114",11,"Extremadura",6,"Badajoz","Risco",23,0.25,3,3.67,1.75,4.92,9.42,0,1.33,1.25,19.42,1,21,"201107",27,"201110"
201101,"2011","06115",11,"Extremadura",6,"Badajoz","Roca de la Sierra, La",167.5,11.58,21.5,25.42,15.33,50.92,42.75,16.33,6.67,20.58,99.17,24.75,158,"201109",176,"201103"
201101,"2011","06116",11,"Extremadura",6,"Badajoz","Salvale�n",198.17,9.75,30.33,21.58,20.25,69.5,46.75,4.08,19.33,25.92,120.5,28.33,181,"201101",210,"201111"
201101,"2011","06117",11,"Extremadura",6,"Badajoz","Salvatierra de los Barros",243.25,22.25,27.17,19.58,32.08,74,68.17,9.75,20.5,18.67,140.17,54.17,227,"201101",267,"201112"
201101,"2011","06118",11,"Extremadura",6,"Badajoz","Sancti-Sp�ritus",23.08,1.92,6.42,5,1.83,5.92,2,1,0.92,2.83,16.33,2,19,"201101",27,"201110"
201101,"2011","06119",11,"Extremadura",6,"Badajoz","San Pedro de M�rida",96.33,4.25,12,9.75,10.42,35.42,24.5,5.42,1.92,6.67,72.67,9.67,87,"201103",105,"201112"
201101,"2011","06120",11,"Extremadura",6,"Badajoz","Santa Amalia",309.5,26.33,63.25,50.67,20.58,82.5,66.17,45.58,34.17,37.67,167.5,24.58,245,"201105",380,"201112"
201101,"2011","06121",11,"Extremadura",6,"Badajoz","Santa Marta",557.92,51.58,97.33,73.5,41.58,150.17,143.75,51.33,26.33,68,345,67.25,497,"201109",588,"201112"
201101,"2011","06122",11,"Extremadura",6,"Badajoz","Santos de Maimona, Los",1180.25,76.58,189.17,148,91.42,357.83,317.25,56.67,83.25,159.67,677.83,202.83,1139,"201111",1274,"201110"
201101,"2011","06123",11,"Extremadura",6,"Badajoz","San Vicente de Alc�ntara",695.17,39.75,112.58,89.75,57.5,224.17,171.42,41.83,89.42,53.33,406.42,104.17,619,"201101",775,"201112"
201101,"2011","06124",11,"Extremadura",6,"Badajoz","Segura de Le�n",271.08,20.92,48.92,38.92,11.58,74.5,76.25,4.67,36.33,50.67,153.25,26.17,253,"201105",299,"201110"
201101,"2011","06125",11,"Extremadura",6,"Badajoz","Siruela",172.25,11.33,20.25,31.92,13.5,43.17,52.08,4.42,15.5,19.08,114.17,19.08,154,"201105",188,"201112"
201101,"2011","06126",11,"Extremadura",6,"Badajoz","Solana de los Barros",246.83,19.75,43.75,32.58,28.92,62.75,59.08,38.33,12,35.5,126.33,34.67,210,"201109",269,"201107"
201101,"2011","06127",11,"Extremadura",6,"Badajoz","Talarrubias",347.58,23.42,51.67,55.25,22.17,106.92,88.17,17.17,38.17,41.42,218.25,32.58,302,"201105",393,"201112"
201101,"2011","06128",11,"Extremadura",6,"Badajoz","Talavera la Real",513.58,33,104.92,86.25,49.42,150,90,87.25,82,57,256.42,30.92,421,"201107",591,"201103"
201101,"2011","06129",11,"Extremadura",6,"Badajoz","T�liga",98.67,3.83,18.58,13.83,5.58,36.83,20,7.92,4.5,21.33,60.08,4.83,82,"201109",114,"201101"
201101,"2011","06130",11,"Extremadura",6,"Badajoz","Tamurejo",15.58,0.5,2.25,2.67,0.17,4.92,5.08,0,0.17,2.5,12.92,0,13,"201104",20,"201111"
201101,"2011","06131",11,"Extremadura",6,"Badajoz","Torre de Miguel Sesmero",97.58,9.08,19.08,15.75,10.17,28.58,14.92,3.33,6.58,15.25,58.25,14.17,80,"201105",122,"201111"
201101,"2011","06132",11,"Extremadura",6,"Badajoz","Torremayor",142.25,8.75,30.25,21,19.75,25.17,37.33,21.25,12,23.75,65.75,19.5,119,"201107",167,"201101"
201101,"2011","06133",11,"Extremadura",6,"Badajoz","Torremej�a",300.25,23.75,50.92,44.33,29,77.67,74.58,42.08,22.75,39,150.58,45.83,279,"201109",322,"201112"
201101,"2011","06134",11,"Extremadura",6,"Badajoz","Trasierra",51.67,3.33,4.17,7.08,4.83,20.5,11.75,1.83,0,9.92,36.92,3,46,"201101",62,"201110"
201101,"2011","06135",11,"Extremadura",6,"Badajoz","Trujillanos",184.33,12.83,35.17,26.17,8.25,61.67,40.25,8.42,5.83,17.25,136.17,16.67,173,"201104",203,"201112"
201101,"2011","06136",11,"Extremadura",6,"Badajoz","Usagre",224.75,18.75,36.92,40,25.17,55.75,48.17,14.67,6.25,55.25,113.58,35,210,"201104",239,"201112"
201101,"2011","06137",11,"Extremadura",6,"Badajoz","Valdecaballeros",167.25,9.67,21,46.58,4.42,45.17,40.42,3.25,0.83,44,112.5,6.67,156,"201102",193,"201112"
201101,"2011","06138",11,"Extremadura",6,"Badajoz","Valdetorres",128.83,10.17,17,17.83,18,30.08,35.75,16.83,4.58,8.17,84.42,14.83,114,"201106",139,"201110"
201101,"2011","06139",11,"Extremadura",6,"Badajoz","Valencia de las Torres",68.5,6.58,11.67,11.5,4.58,18.25,15.92,1.25,4,12.58,45.33,5.33,61,"201112",76,"201102"
201101,"2011","06140",11,"Extremadura",6,"Badajoz","Valencia del Mombuey",100.25,7.17,13.25,11.25,9,29.08,30.5,5.67,2.08,15.5,64.17,12.83,95,"201106",106,"201103"
201101,"2011","06141",11,"Extremadura",6,"Badajoz","Valencia del Ventoso",217.33,13.67,37.75,26.42,16.5,70.83,52.17,4.17,39.42,30.67,115.25,27.83,206,"201101",231,"201111"
201101,"2011","06142",11,"Extremadura",6,"Badajoz","Valverde de Burguillos",41.25,5.75,2.83,7.25,4.17,7.67,13.58,1.33,6.5,1.75,28.67,3,33,"201101",49,"201110"
201101,"2011","06143",11,"Extremadura",6,"Badajoz","Valverde de Legan�s",374.5,27.17,78.42,70.75,29.75,95.17,73.25,40.83,30.67,52.83,217.83,32.33,337,"201106",458,"201112"
201101,"2011","06144",11,"Extremadura",6,"Badajoz","Valverde de Llerena",57.25,3.67,5.75,9.5,6.33,20.5,11.5,6.17,0.75,4.83,39.92,5.58,45,"201101",65,"201108"
201101,"2011","06145",11,"Extremadura",6,"Badajoz","Valverde de M�rida",146.75,9.58,24.67,17.33,14,46.42,34.75,13.5,1.92,12.25,108.58,10.5,139,"201104",156,"201112"
201101,"2011","06146",11,"Extremadura",6,"Badajoz","Valle de la Serena",169.92,6.75,12.75,25.92,15.83,47.08,61.58,6.5,7.25,14.75,122.08,19.33,159,"201102",190,"201112"
201101,"2011","06147",11,"Extremadura",6,"Badajoz","Valle de Matamoros",35.67,2.58,5.25,8.17,3.58,9.33,6.75,1.17,5.5,4.25,21.83,2.92,29,"201107",44,"201101"
201101,"2011","06148",11,"Extremadura",6,"Badajoz","Valle de Santa Ana",130.75,12.5,18.08,12.5,17.92,38.33,31.42,1,10.92,17.75,82.67,18.42,117,"201101",149,"201111"
201101,"2011","06149",11,"Extremadura",6,"Badajoz","Villafranca de los Barros",1830.75,119.25,297.17,216.17,145.17,536.83,516.17,112.42,107.08,200.25,1074.92,336.08,1765,"201105",1966,"201112"
201101,"2011","06150",11,"Extremadura",6,"Badajoz","Villagarc�a de la Torre",114.92,8.83,20.08,20.08,6.17,29.75,30,6.33,9.17,23.67,62.25,13.5,102,"201101",135,"201111"
201101,"2011","06151",11,"Extremadura",6,"Badajoz","Villagonzalo",153.58,7.5,14.5,19.75,16.83,38.33,56.67,10.92,7.33,10,109.58,15.75,142,"201106",170,"201101"
201101,"2011","06152",11,"Extremadura",6,"Badajoz","Villalba de los Barros",163.67,12.25,27.75,14.5,13.83,45.83,49.5,12.75,12.33,16.33,104.75,17.5,156,"201105",171,"201107"
201101,"2011","06153",11,"Extremadura",6,"Badajoz","Villanueva de la Serena",2947.08,239.42,555.17,411.33,204.83,789,747.33,362,220.33,310.25,1606.17,448.33,2564,"201107",3435,"201112"
201101,"2011","06154",11,"Extremadura",6,"Badajoz","Villanueva del Fresno",449.58,42.25,96.92,56.25,34.83,120.92,98.42,72.92,11.58,39.92,256.33,68.83,375,"201105",496,"201110"
201101,"2011","06155",11,"Extremadura",6,"Badajoz","Villar del Rey",325.67,17.92,48.08,58,21.33,95.5,84.83,31.67,22.42,51.92,177.25,42.42,288,"201105",377,"201111"
201101,"2011","06156",11,"Extremadura",6,"Badajoz","Villar de Rena",123,10.67,21.33,27.75,6.42,25.5,31.33,16.92,7,21.83,70.42,6.83,104,"201107",136,"201101"
201101,"2011","06157",11,"Extremadura",6,"Badajoz","Villarta de los Montes",62.5,3.67,18.58,11,2.42,15.42,11.42,2.92,0.92,6.25,51.17,1.25,55,"201101",69,"201111"
201101,"2011","06158",11,"Extremadura",6,"Badajoz","Zafra",1994.58,135.83,414.67,279.25,137.17,553.42,474.25,23.08,152.17,179.25,1349.42,290.67,1892,"201107",2193,"201111"
201101,"2011","06159",11,"Extremadura",6,"Badajoz","Zah�nos",276.67,14.5,34.92,25.42,43.08,78.75,80,33.25,16.42,41.33,117.08,68.58,263,"201112",301,"201110"
201101,"2011","06160",11,"Extremadura",6,"Badajoz","Zalamea de la Serena",551.75,51.42,82.75,75.5,43.83,127.58,170.67,17.17,47.83,56.08,336.5,94.17,507,"201105",634,"201110"
201101,"2011","06161",11,"Extremadura",6,"Badajoz","Zarza-Capilla",27.5,0.92,6.08,6,3.17,5.25,6.08,0,2.42,5.67,18.08,1.33,21,"201107",36,"201112"
201101,"2011","06162",11,"Extremadura",6,"Badajoz","Zarza, La",403.58,39.58,58.92,60.33,32.17,113,99.58,37.25,14,73.17,214.67,64.5,351,"201105",438,"201110"
201101,"2011","06901",11,"Extremadura",6,"Badajoz","Valdelacalzada",268.83,18.25,60.92,38.67,21.17,68.17,61.67,73.08,14.42,51.25,108.67,21.42,236,"201105",306,"201110"
201101,"2011","06902",11,"Extremadura",6,"Badajoz","Pueblonuevo del Guadiana",216.83,17.42,50,37.08,12.92,54.08,45.33,52.83,9.42,53.5,88.08,13,173,"201106",250,"201103"
201101,"2011","06903",11,"Extremadura",6,"Badajoz","Guadiana del Caudillo",0,0,0,0,0,0,0,0,0,0,0,0,0,"201101",0,"201101"
201101,"2011","07001",4,"Balears, Illes",7,"Balears, Illes","Alar�",361.17,19.17,87,61.08,18.08,107.75,68.08,8.17,29.75,72,234.75,16.5,341,"201106",396,"201112"
201101,"2011","07002",4,"Balears, Illes",7,"Balears, Illes","Alaior",571.83,44.5,162.83,96,35.75,160.17,72.58,9.75,39.08,106.83,401.25,14.92,426,"201106",715,"201111"
201101,"2011","07003",4,"Balears, Illes",7,"Balears, Illes","Alc�dia",1427.67,115.92,421.42,227.42,116.33,395.17,151.42,16.58,42.33,207.17,1147.25,14.33,835,"201108",1967,"201112"
201101,"2011","07004",4,"Balears, Illes",7,"Balears, Illes","Algaida",321.83,14.5,73.58,64.92,13.42,92.42,63,1,13.75,57.58,238.17,11.33,296,"201109",343,"201112"
201101,"2011","07005",4,"Balears, Illes",7,"Balears, Illes","Andratx",709.5,43.75,207.17,135.33,40.5,180.25,102.5,4.58,20.83,182.67,480.33,21.08,599,"201108",870,"201112"
201101,"2011","07006",4,"Balears, Illes",7,"Balears, Illes","Art�",467.67,32.42,135,90.17,33.58,113.42,63.08,8.25,17.92,132.58,282.58,26.33,376,"201107",571,"201101"
201101,"2011","07007",4,"Balears, Illes",7,"Balears, Illes","Banyalbufar",15.5,1.33,5.42,6.33,0,2.25,0.17,0,0.58,2.08,10.58,2.25,12,"201107",20,"201102"
201101,"2011","07008",4,"Balears, Illes",7,"Balears, Illes","Binissalem",558.58,28.92,132.33,96.75,36.5,153.42,110.67,8.83,61.92,94.08,379,14.75,501,"201105",651,"201111"
201101,"2011","07009",4,"Balears, Illes",7,"Balears, Illes","B�ger",69.92,4,16.17,17.42,4.42,17.75,10.17,3.92,2.08,17.25,44.75,1.92,60,"201105",79,"201112"
201101,"2011","07010",4,"Balears, Illes",7,"Balears, Illes","Bunyola",329.08,20.5,75.83,63.08,20.75,79.58,69.33,1.83,16.42,41.25,251.75,17.83,299,"201105",378,"201112"
201101,"2011","07011",4,"Balears, Illes",7,"Balears, Illes","Calvi�",3143.17,240.42,779.92,532.17,197.75,817,575.92,13.92,97.08,389.75,2502.42,140,2291,"201108",4029,"201112"
201101,"2011","07012",4,"Balears, Illes",7,"Balears, Illes","Campanet",154.5,12.42,39.42,32.5,9.67,41,19.5,4.25,6.08,39.17,97.92,7.08,118,"201106",177,"201111"
201101,"2011","07013",4,"Balears, Illes",7,"Balears, Illes","Campos",584.25,36.08,181.25,112.83,29.25,156,68.83,9.92,28.42,134.17,385.67,26.08,474,"201106",703,"201112"
201101,"2011","07014",4,"Balears, Illes",7,"Balears, Illes","Capdepera",711.25,57.58,199.75,125.92,55,179.42,93.58,6.25,14.08,128.75,541.33,20.83,427,"201107",1049,"201112"
201101,"2011","07015",4,"Balears, Illes",7,"Balears, Illes","Ciutadella de Menorca",1737,123.67,500.17,262.42,125.25,484.75,240.75,12,111.5,316.92,1236.5,60.08,1228,"201107",2239,"201111"
201101,"2011","07016",4,"Balears, Illes",7,"Balears, Illes","Consell",246.25,17.75,63.08,46.42,10.75,71.67,36.58,1.92,23.83,44.08,165.25,11.17,221,"201107",278,"201112"
201101,"2011","07017",4,"Balears, Illes",7,"Balears, Illes","Costitx",79,4,14.92,16.17,3.25,23.17,17.5,0.5,7.83,11.67,53.5,5.5,73,"201101",94,"201112"
201101,"2011","07018",4,"Balears, Illes",7,"Balears, Illes","Dey�",20,1.17,4.83,2.25,0.83,7.42,3.5,0.5,0.58,1.75,16.67,0.5,11,"201107",34,"201101"
201101,"2011","07019",4,"Balears, Illes",7,"Balears, Illes","Escorca",4.17,0.67,1,0,0,1.5,1,0,0,0.92,3.25,0,1,"201108",6,"201104"
201101,"2011","07020",4,"Balears, Illes",7,"Balears, Illes","Esporles",261.17,12.92,53,52,11.25,78.08,53.92,1.92,12.75,37,194.58,14.92,231,"201104",309,"201111"
