;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46176;Montroy;367;17;91;93;19;86;61;19;59;83;182;24
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46177;Museros;771;40;215;121;33;218;144;13;112;124;478;44
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46178;Náquera;552;25;149;102;14;179;83;12;52;91;383;14
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46179;Navarrés;362;20;92;82;15;96;57;33;52;68;188;21
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46180;Novelé/Novetlè;101;7;25;21;5;27;16;4;14;18;58;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46181;Oliva;2940;145;806;622;141;747;479;163;340;525;1828;84
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46182;Olocau;165;5;39;34;1;57;29;4;26;25;106;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46183;Olleria, l';1081;66;265;245;41;248;216;52;355;100;497;77
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46184;Ontinyent;4758;212;1058;908;184;1291;1105;136;1456;557;2238;371
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46185;Otos;37;1;9;8;2;8;9;2;9;2;23;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46186;Paiporta;3378;156;817;611;111;1031;652;46;600;493;1999;240
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46187;Palma de Gandía;146;12;40;32;7;41;14;2;17;31;93;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46188;Palmera;105;7;35;12;5;30;16;2;17;11;74;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46189;Palomar, el;74;3;10;12;3;24;22;4;29;5;32;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46190;Paterna;8790;433;2208;1629;436;2475;1609;111;969;1417;5963;330
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46191;Pedralba;281;9;86;68;7;65;46;24;33;56;157;11
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46192;Petrés;123;5;27;31;5;35;20;4;14;15;86;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46193;Picanya;1153;59;256;240;46;303;249;32;181;130;735;75
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46194;Picassent;2444;134;647;465;112;681;405;73;454;313;1440;164
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46195;Piles;250;15;71;46;9;74;35;4;21;46;177;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46196;Pinet;8;0;1;2;1;2;2;0;3;1;4;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46197;Polinyà de Xúquer;251;11;61;49;13;74;43;18;36;22;161;14
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46198;Potríes;98;5;29;24;3;21;16;2;17;16;62;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46199;Pobla de Farnals, la;854;39;230;160;35;249;141;28;128;106;559;33
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46200;Pobla del Duc, la;182;9;62;41;9;34;27;23;28;36;88;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46201;Puebla de San Miguel;1;0;0;0;0;0;1;0;1;0;0;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46202;Pobla de Vallbona, la;2549;134;664;451;86;760;454;60;402;458;1501;128
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46203;Pobla Llarga, la;435;31;110;84;27;107;76;30;56;63;260;26
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46204;Puig de Santa Maria, el;850;41;200;198;26;223;162;17;102;91;611;29
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46205;Puçol;1882;103;499;366;69;536;309;50;267;267;1213;85
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46206;Quesa;54;3;17;14;0;13;7;4;5;10;35;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46207;Rafelbunyol;990;46;259;167;37;324;157;26;147;147;630;40
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46208;Rafelcofer;145;10;35;29;8;44;19;5;14;36;87;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46209;Rafelguaraf;209;24;47;30;15;64;29;18;21;26;127;17
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46210;Ráfol de Salem;49;2;15;13;1;12;6;3;19;1;26;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46211;Real de Gandía;218;13;56;43;8;63;35;5;27;33;152;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46212;Real;226;4;71;42;18;60;31;17;32;42;128;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46213;Requena;2185;92;543;472;87;575;416;393;319;294;1058;121
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46214;Riba-roja de Túria;2437;123;647;514;97;586;470;47;366;411;1494;119
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46215;Riola;236;9;62;53;9;70;33;6;45;53;119;13
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46216;Rocafort;513;23;125;114;13;128;110;0;55;58;383;17
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46217;Rotglà i Corberà;135;7;31;30;7;33;27;6;17;11;92;9
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46218;Rótova;128;5;41;25;4;35;18;3;28;22;74;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46219;Rugat;10;1;4;3;0;2;0;0;4;2;4;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46220;Sagunto/Sagunt;7762;434;2042;1533;372;2155;1226;260;752;1202;4998;550
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46221;Salem;56;6;13;12;1;8;16;3;23;5;25;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46222;Sant Joanet;47;3;17;8;2;13;4;4;7;5;28;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46223;Sedaví;1361;66;334;306;38;326;291;18;272;149;864;58
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46224;Segart;14;3;5;2;0;2;2;1;3;2;8;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46225;Sellent;50;4;6;13;5;16;6;1;3;7;33;6
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46226;Sempere;1;0;0;1;0;0;0;0;0;1;0;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46227;Senyera;109;6;25;30;8;28;12;17;10;30;45;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46228;Serra;310;10;76;73;9;89;53;3;38;58;204;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46229;Siete Aguas;131;0;34;39;4;31;23;10;24;22;68;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46230;Silla;2754;149;689;570;132;667;547;56;607;336;1585;170
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46231;Simat de la Valldigna;277;16;65;59;11;80;46;26;22;22;188;19
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46232;Sinarcas;87;3;22;29;2;15;16;25;10;6;45;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46233;Sollana;507;32;140;97;35;130;73;12;64;66;340;25
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46234;Sot de Chera;40;0;11;9;4;8;8;3;3;7;26;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46235;Sueca;3408;171;866;724;150;939;558;72;577;519;2052;188
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46236;Sumacàrcer;115;9;24;21;8;40;13;7;4;25;66;13
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46237;Tavernes Blanques;1267;57;315;235;45;353;262;25;200;168;853;21
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46238;Tavernes de la Valldigna;1919;103;457;340;97;566;356;88;249;203;1259;120
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46239;Teresa de Cofrentes;61;7;7;23;3;9;12;0;4;13;42;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46240;Terrateig;21;0;9;5;1;4;2;2;2;9;7;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46241;Titaguas;56;8;8;12;2;11;15;0;12;2;37;5
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46242;Torrebaja;25;1;5;7;0;8;4;0;3;4;18;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46243;Torrella;19;2;3;7;0;7;0;1;3;3;12;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46244;Torrent;11385;631;2907;2205;556;2916;2170;266;1825;1847;6370;1077
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46245;Torres Torres;47;3;7;12;1;11;13;3;3;2;38;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46246;Tous;144;8;23;26;8;50;29;13;12;10;107;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46247;Tuéjar;122;9;22;26;5;25;35;6;25;17;70;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46248;Turís;613;28;163;133;31;172;86;117;82;103;286;25
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46249;Utiel;1025;50;263;228;45;269;170;160;226;127;457;55
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46250;Valencia;83305;3086;21023;17110;2701;21333;18052;1514;8552;9607;59935;3697
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46251;Vallada;452;18;102;97;22;109;104;21;112;35;254;30
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46252;Vallanca;11;0;3;0;1;4;3;0;1;1;9;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46253;Vallés;17;1;7;2;0;5;2;0;0;3;14;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46254;Venta del Moro;73;8;16;15;2;21;11;15;7;6;43;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46255;Villalonga;477;18;146;98;23;125;67;19;95;77;281;5
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46256;Vilamarxant;1200;61;309;232;54;302;242;62;207;185;689;57
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46257;Villanueva de Castellón;540;43;149;120;26;136;66;67;66;86;297;24
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46258;Villar del Arzobispo;323;22;72;74;14;92;49;21;69;52;167;14
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46259;Villargordo del Cabriel;47;2;6;12;3;15;9;13;5;2;25;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46260;Vinalesa;314;12;95;61;9;85;52;7;50;48;208;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46261;Yátova;243;17;78;52;8;46;42;8;62;39;120;14
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46262;Yesa, La;15;1;3;1;0;8;2;4;1;3;6;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46263;Zarra;32;1;8;9;0;10;4;0;3;5;23;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46902;Gátova;53;2;14;11;1;14;11;1;12;6;33;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46903;San Antonio de Benagéber;547;11;126;102;9;170;129;3;59;57;417;11
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46904;Benicull de Xúquer;111;5;28;24;7;26;21;10;22;15;60;4
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6001;Acedera;122;8;32;25;6;31;20;30;3;13;73;3
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6002;Aceuchal;628;69;150;94;35;125;155;193;31;74;256;74
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6003;Ahillones;66;4;9;19;2;22;10;9;3;6;44;4
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6004;Alange;369;23;72;64;31;96;83;44;16;44;248;17
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6005;Albuera, La;286;32;62;45;17;91;39;36;34;29;175;12
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6006;Alburquerque;900;47;196;182;41;214;220;75;55;113;587;70
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6007;Alconchel;307;11;57;56;17;89;77;35;15;54;169;34
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6008;Alconera;157;11;22;27;8;43;46;3;11;4;125;14
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6009;Aljucén;28;3;4;8;0;8;5;0;1;3;22;2
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6010;Almendral;205;20;37;32;15;49;52;20;21;27;119;18
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6011;Almendralejo;5569;365;1174;867;311;1510;1342;465;600;692;3265;547
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6012;Arroyo de San Serván;631;48;132;97;64;164;126;110;29;69;385;38
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6013;Atalaya;40;2;4;7;1;9;17;1;1;4;33;1
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6014;Azuaga;1018;58;249;191;44;268;208;67;59;134;667;91
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6015;Badajoz;20779;1306;4954;3540;1295;5499;4185;999;1100;2270;14240;2170
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6016;Barcarrota;544;51;103;102;45;131;112;57;25;83;316;63
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6017;Baterno;39;2;4;11;0;10;12;1;0;4;32;2
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6018;Benquerencia de la Serena;153;10;24;32;8;41;38;7;8;9;116;13
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6019;Berlanga;327;22;70;67;20;80;68;37;27;39;193;31
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6020;Bienvenida;299;27;49;50;14;80;79;53;25;32;167;22
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6021;Bodonal de la Sierra;132;4;31;18;7;40;32;3;15;20;77;17
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6022;Burguillos del Cerro;629;45;108;138;38;149;151;14;93;69;365;88
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6023;Cabeza del Buey;762;76;158;150;49;151;178;47;61;125;432;97
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6024;Cabeza la Vaca;189;13;30;42;14;43;47;14;9;42;111;13
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6025;Calamonte;885;68;223;161;53;222;158;166;52;118;483;66
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6026;Calera de León;148;11;28;25;8;42;34;8;29;24;73;14
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6027;Calzadilla de los Barros;119;8;23;21;7;32;28;16;3;28;68;4
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6028;Campanario;720;46;122;111;38;198;205;27;55;72;498;68
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6029;Campillo de Llerena;163;10;27;23;13;45;45;15;2;25;106;15
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6030;Capilla;31;1;9;3;0;9;9;0;0;5;26;0
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6031;Carmonita;86;6;9;9;12;29;21;13;2;3;66;2
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6032;Carrascalejo, El;3;1;1;0;0;1;0;0;0;0;3;0
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6033;Casas de Don Pedro;273;25;56;60;19;51;62;33;20;60;139;21
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6034;Casas de Reina;14;0;3;0;1;6;4;1;0;2;11;0
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6035;Castilblanco;151;14;32;38;2;34;31;9;4;30;98;10
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6036;Castuera;985;77;196;179;56;240;237;45;92;105;648;95
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6037;Codosera, La;319;21;67;57;20;79;75;44;20;36;175;44
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6038;Cordobilla de Lácara;98;3;8;11;10;33;33;12;1;4;67;14
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6039;Coronada, La;502;38;124;84;37;123;96;93;5;115;257;32
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6040;Corte de Peleas;132;15;27;20;10;35;25;36;3;12;78;3
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6041;Cristina;99;5;17;16;7;29;25;21;8;3;56;11
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6042;Cheles;142;8;39;20;17;30;28;26;4;24;67;21
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6043;Don Álvaro;120;8;17;22;6;25;42;1;8;9;90;12
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6044;Don Benito;4964;320;1130;875;332;1364;943;592;402;696;2771;503
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6045;Entrín Bajo;51;5;13;10;4;11;8;21;0;3;26;1
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6046;Esparragalejo;265;20;53;45;16;68;63;23;9;42;151;40
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6047;Esparragosa de la Serena;130;15;19;19;6;38;33;12;10;12;85;11
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6048;Esparragosa de Lares;122;4;17;20;6;38;37;4;11;17;77;13
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6049;Feria;182;9;29;18;15;55;56;20;7;13;122;20
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6050;Fregenal de la Sierra;682;39;141;141;24;182;155;10;87;107;436;42
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6051;Fuenlabrada de los Montes;162;10;40;30;9;53;20;20;4;14;114;10
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6052;Fuente de Cantos;864;59;174;140;60;206;225;50;58;158;472;126
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6053;Fuente del Arco;64;4;14;13;6;14;13;7;1;12;35;9
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6054;Fuente del Maestre;787;57;134;89;81;214;212;116;47;67;427;130
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6055;Fuentes de León;390;42;54;61;35;98;100;8;41;48;232;61
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6056;Garbayuela;76;6;10;25;6;18;11;4;1;19;49;3
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6057;Garlitos;80;3;8;18;3;24;24;4;12;7;53;4
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6058;Garrovilla, La;410;35;80;78;24;105;88;63;24;63;224;36
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6059;Granja de Torrehermosa;287;22;60;53;24;52;76;17;10;36;188;36
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6060;Guareña;811;66;165;118;58;192;212;151;58;69;448;85
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6061;Haba, La;178;11;38;48;3;37;41;18;14;34;99;13
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6062;Helechosa de los Montes;73;12;14;5;4;19;19;7;3;13;45;5
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6063;Herrera del Duque;535;48;102;104;22;133;126;22;33;72;353;55
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6064;Higuera de la Serena;236;23;40;49;14;59;51;15;13;25;169;14
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6065;Higuera de Llerena;25;1;5;6;1;6;6;4;0;5;13;3
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6066;Higuera de Vargas;260;17;39;46;34;63;61;21;14;34;158;33
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6067;Higuera la Real;343;24;55;61;20;89;94;3;55;35;219;31
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6068;Hinojosa del Valle;57;2;9;11;6;11;18;13;0;2;39;3
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6069;Hornachos;482;16;81;61;39;156;129;69;11;61;279;62
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6070;Jerez de los Caballeros;1305;99;264;225;63;328;326;37;227;151;749;141
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6071;Lapa, La;42;0;6;6;3;12;15;1;2;3;31;5
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6072;Lobón;431;24;84;68;36;124;95;104;23;73;209;22
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6073;Llera;121;10;19;21;9;32;30;10;8;18;75;10
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6074;Llerena;828;61;182;137;54;257;137;26;37;108;587;70
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6075;Magacela;69;6;15;13;8;11;16;6;2;7;45;9
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6076;Maguilla;98;7;20;20;8;29;14;24;5;17;38;14
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6077;Malcocinado;26;4;2;6;0;8;6;4;3;1;18;0
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6078;Malpartida de la Serena;88;5;16;12;7;30;18;5;4;2;69;8
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6079;Manchita;90;11;14;10;8;23;24;24;5;9;47;5
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6080;Medellín;254;15;50;46;26;65;52;55;18;28;138;15
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6081;Medina de las Torres;218;16;29;30;11;65;67;9;18;20;142;29
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6082;Mengabril;67;5;8;16;4;21;13;13;5;8;40;1
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6083;Mérida;9098;605;2214;1399;549;2506;1825;281;406;903;6841;667
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6084;Mirandilla;224;24;50;38;8;52;52;31;8;25;136;24
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6085;Monesterio;621;45;126;97;30;188;135;14;58;129;374;46
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6086;Montemolín;255;13;39;47;22;68;66;18;16;61;124;36
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6087;Monterrubio de la Serena;307;16;59;52;21;88;71;34;30;20;197;26
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6088;Montijo;3035;188;681;514;178;783;691;497;292;452;1608;186
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6089;Morera, La;71;4;11;13;10;14;19;11;3;9;43;5
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6090;Nava de Santiago, La;147;9;14;24;12;39;49;20;10;7;92;18
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6091;Navalvillar de Pela;684;73;114;120;37;173;167;116;36;61;433;38
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6092;Nogales;111;10;17;11;9;41;23;16;4;11;73;7
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6093;Oliva de la Frontera;810;71;179;118;69;214;159;57;67;128;487;71
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6094;Oliva de Mérida;133;10;29;21;18;25;30;40;2;35;40;16
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6095;Olivenza;1760;126;388;307;135;446;358;269;79;211;994;207
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6096;Orellana de la Sierra;53;4;12;9;0;7;21;3;1;8;36;5
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6097;Orellana la Vieja;394;34;86;79;18;95;82;41;19;84;229;21
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6098;Palomas;101;2;13;18;9;30;29;26;0;12;56;7
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6099;Parra, La;201;12;37;36;17;45;54;34;8;27;111;21
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6100;Peñalsordo;117;13;24;21;6;21;32;2;6;19;82;8
201302;Febrero de 2013;11;Extremadura;6;Badajoz;6101;Peraleda del Zaucejo;74;4;16;14;2;22;16;12;8;1;49;4
