;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12131;Villamalur;4;0;1;1;0;1;1;0;0;0;4;0
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12132;Vilanova d'Alcolea;48;2;17;8;0;15;6;4;7;7;28;2
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12133;Villanueva de Viver;5;0;2;0;0;2;1;1;0;1;3;0
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12134;Vilar de Canes;10;0;1;2;0;6;1;0;2;2;6;0
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12135;Vila-real;6435;360;1659;1207;299;1858;1052;233;1330;819;3524;529
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12136;Vilavella, la;182;7;41;31;16;70;17;24;23;15;118;2
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12137;Villores;1;0;0;1;0;0;0;0;0;0;1;0
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12138;Vinaròs;3347;144;897;705;141;902;558;196;425;469;2153;104
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12139;Vistabella del Maestrazgo;24;0;8;6;1;5;4;9;2;2;9;2
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12140;Viver;176;5;58;37;5;43;28;12;14;50;99;1
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12141;Zorita del Maestrazgo;5;0;2;2;0;1;0;1;1;2;1;0
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12142;Zucaina;2;0;1;0;1;0;0;0;0;1;1;0
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12901;Alquerías del Niño Perdido;362;22;99;53;13;141;34;24;44;42;242;10
201302;Febrero de 2013;10;Comunitat Valenciana;12;Castellón/Castelló;12902;Sant Joan de Moró;395;21;93;67;13;139;62;13;97;44;204;37
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46001;Ademuz;89;6;27;23;2;19;12;2;10;38;37;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46002;Ador;147;10;40;25;5;42;25;8;17;26;95;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46003;Atzeneta d'Albaida;123;3;26;28;7;33;26;0;46;10;62;5
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46004;Agullent;292;17;49;65;15;63;83;8;125;21;117;21
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46005;Alaquàs;4474;207;1100;828;157;1201;981;52;923;589;2599;311
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46006;Albaida;745;47;145;147;24;201;181;20;298;42;326;59
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46007;Albal;2262;105;597;421;73;690;376;50;567;239;1293;113
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46008;Albalat de la Ribera;454;26;124;96;24;104;80;27;92;87;219;29
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46009;Albalat dels Sorells;387;13;101;63;16;113;81;7;67;54;243;16
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46010;Albalat dels Tarongers;107;5;25;21;1;31;24;1;10;17;73;6
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46011;Alberic;1200;95;295;211;89;300;210;93;219;178;577;133
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46012;Alborache;139;5;26;38;11;35;24;8;23;22;83;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46013;Alboraya;2025;82;482;384;72;603;402;26;282;210;1446;61
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46014;Albuixech;435;17;126;78;19;108;87;7;63;63;286;16
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46015;Alcàsser;1126;76;294;198;48;321;189;43;229;146;637;71
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46016;Alcàntera de Xúquer;130;10;32;27;12;26;23;20;8;14;84;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46017;Alzira;5603;373;1323;922;321;1529;1135;312;1010;698;3140;443
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46018;Alcublas;52;4;8;18;0;11;11;12;7;5;27;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46019;Alcúdia, l';1082;93;252;194;94;305;144;333;167;95;411;76
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46020;Alcúdia de Crespins, l';784;33;194;152;27;210;168;43;164;106;412;59
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46021;Aldaia;4651;238;1216;901;196;1220;880;46;1093;668;2578;266
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46022;Alfafar;3227;158;861;635;145;822;606;56;648;347;1989;187
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46023;Alfauir;36;3;5;11;2;9;6;0;9;3;24;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46024;Alfara de la Baronia;50;2;17;15;1;8;7;3;3;8;35;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46025;Alfara del Patriarca;375;30;99;65;12;97;72;16;42;52;258;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46026;Alfarp;119;1;36;31;6;32;13;8;29;13;63;6
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46027;Alfarrasí;109;5;19;15;9;32;29;4;46;6;45;8
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46028;Algar de Palancia;38;1;7;10;1;10;9;4;5;4;24;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46029;Algemesí;3292;219;855;616;234;923;445;267;576;425;1798;226
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46030;Algimia de Alfara;63;3;18;9;3;18;12;7;6;9;39;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46031;Alginet;1620;127;409;328;101;408;247;181;255;253;823;108
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46032;Almàssera;853;32;210;161;30;262;158;11;174;104;535;29
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46033;Almiserà;20;0;8;3;1;5;3;2;3;1;13;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46034;Almoines;300;23;76;52;10;79;60;5;45;34;210;6
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46035;Almussafes;785;43;178;112;43;245;164;46;146;54;486;53
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46036;Alpuente;44;3;15;8;1;13;4;1;5;8;29;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46037;Alqueria de la Comtessa, l';155;9;46;22;9;44;25;6;24;27;96;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46038;Andilla;37;2;13;18;0;2;2;16;3;12;5;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46039;Anna;294;26;72;79;7;52;58;8;85;53;141;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46040;Antella;111;6;18;26;7;35;19;11;7;21;61;11
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46041;Aras de los Olmos;19;0;1;6;0;8;4;0;2;1;16;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46042;Aielo de Malferit;435;29;118;72;16;135;65;34;135;50;193;23
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46043;Aielo de Rugat;15;2;3;6;0;4;0;2;4;5;4;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46044;Ayora;660;50;131;98;44;180;157;32;133;110;334;51
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46045;Barxeta;152;11;42;40;9;30;20;8;10;32;89;13
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46046;Barx;100;3;27;29;4;17;20;1;9;31;57;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46047;Bèlgida;60;3;4;13;3;19;18;1;21;7;31;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46048;Bellreguard;510;25;146;110;19;143;67;24;57;76;345;8
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46049;Bellús;40;3;9;9;2;10;7;0;5;6;24;5
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46050;Benagéber;17;1;6;2;0;3;5;2;1;2;12;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46051;Benaguasil;1365;75;361;298;54;324;253;61;220;302;713;69
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46052;Benavites;41;1;10;9;4;13;4;6;5;5;23;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46053;Beneixida;81;8;22;17;8;17;9;7;11;14;41;8
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46054;Benetússer;2111;89;525;466;76;495;460;33;439;244;1300;95
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46055;Beniarjó;207;8;56;36;12;49;46;3;20;25;155;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46056;Beniatjar;21;1;4;9;0;4;3;1;6;0;14;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46057;Benicolet;50;5;16;10;6;11;2;14;4;6;25;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46058;Benifairó de les Valls;202;13;53;47;17;56;16;17;13;29;133;10
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46059;Benifairó de la Valldigna;100;6;20;16;4;37;17;10;7;7;70;6
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46060;Benifaió;1152;76;279;205;62;297;233;63;237;144;628;80
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46061;Beniflá;58;6;11;12;1;22;6;2;7;11;37;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46062;Benigànim;677;37;183;135;34;167;121;35;172;87;324;59
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46063;Benimodo;222;24;49;42;15;53;39;36;34;26;113;13
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46064;Benimuslem;107;10;19;20;6;23;29;6;15;12;71;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46065;Beniparrell;276;12;60;57;10;83;54;5;66;32;162;11
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46066;Benirredrà;152;11;29;31;6;41;34;9;17;18;107;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46067;Benisanó;273;22;68;51;12;70;50;13;38;39;164;19
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46068;Benissoda;54;4;9;8;1;15;17;2;17;3;29;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46069;Benisuera;25;1;1;3;4;9;7;2;5;0;18;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46070;Bétera;2039;113;507;430;79;527;383;31;218;381;1352;57
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46071;Bicorp;46;2;8;8;1;8;19;0;1;9;36;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46072;Bocairent;519;26;90;106;20;128;149;4;227;44;217;27
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46073;Bolbaite;177;12;28;42;10;37;48;7;32;38;89;11
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46074;Bonrepòs i Mirambell;463;13;141;89;16;137;67;6;76;65;301;15
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46075;Bufali;15;1;2;3;0;2;7;0;8;1;6;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46076;Bugarra;44;1;7;10;1;16;9;2;5;3;32;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46077;Buñol;1185;50;333;327;34;277;164;25;343;159;624;34
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46078;Burjassot;5473;266;1417;1113;298;1381;998;74;639;1015;3524;221
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46079;Calles;56;2;21;10;2;13;8;0;8;13;34;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46080;Camporrobles;100;3;23;22;4;31;17;13;9;4;72;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46081;Canals;2092;118;448;388;99;480;559;93;534;293;981;191
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46082;Canet d'En Berenguer;435;13;126;83;6;126;81;5;50;40;325;15
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46083;Carcaixent;2602;177;556;458;156;683;572;143;346;355;1581;177
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46084;Càrcer;163;10;41;34;10;47;21;20;7;27;94;15
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46085;Carlet;1790;139;484;341;127;449;250;249;295;220;910;116
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46086;Carrícola;12;2;3;4;0;3;0;0;1;1;10;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46087;Casas Altas;20;0;3;7;0;6;4;1;2;6;11;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46088;Casas Bajas;16;0;2;3;0;5;6;0;2;4;10;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46089;Casinos;317;22;82;70;12;81;50;17;54;60;167;19
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46090;Castelló de Rugat;205;12;61;50;5;42;35;18;35;30;119;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46091;Castellonet de la Conquesta;11;0;4;3;0;1;3;0;0;1;10;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46092;Castielfabib;35;1;11;8;0;11;4;1;3;4;25;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46093;Catadau;286;18;69;67;12;73;47;23;62;38;155;8
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46094;Catarroja;3586;140;927;651;112;1054;702;60;710;371;2288;157
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46095;Caudete de las Fuentes;50;3;14;11;3;15;4;12;6;4;26;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46096;Cerdà;73;3;26;9;1;25;9;2;8;18;42;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46097;Cofrentes;60;3;19;11;3;18;6;0;1;4;54;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46098;Corbera;339;25;82;78;21;83;50;18;46;44;216;15
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46099;Cortes de Pallás;59;5;12;17;2;14;9;6;1;11;39;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46100;Cotes;36;1;5;5;1;13;11;2;2;4;27;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46101;Quart de les Valls;70;4;9;18;5;26;8;0;6;6;55;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46102;Quart de Poblet;3735;203;898;796;178;866;794;69;601;572;2264;229
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46103;Quartell;107;8;27;15;3;38;16;4;16;9;75;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46104;Quatretonda;164;8;49;30;8;47;22;13;34;29;75;13
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46105;Cullera;2677;152;675;548;104;702;496;103;238;409;1815;112
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46106;Chelva;234;26;50;48;11;53;46;10;33;42;137;12
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46107;Chella;370;27;95;83;15;85;65;13;58;97;172;30
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46108;Chera;56;3;10;15;3;10;15;4;7;10;32;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46109;Cheste;780;52;208;160;31;212;117;102;120;118;398;42
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46110;Xirivella;4108;210;1036;807;169;1050;836;88;699;634;2426;261
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46111;Chiva;1744;106;435;343;81;445;334;83;336;199;1054;72
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46112;Chulilla;67;2;21;12;2;20;10;1;13;8;43;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46113;Daimús;281;9;77;56;12;68;59;2;18;24;234;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46114;Domeño;95;5;26;18;3;26;17;1;16;6;71;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46115;Dos Aguas;56;4;14;14;4;7;13;2;9;8;36;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46116;Eliana, l';1461;43;336;310;47;377;348;12;256;160;973;60
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46117;Emperador;63;3;18;9;2;27;4;1;13;7;42;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46118;Enguera;582;40;126;127;29;134;126;19;105;95;298;65
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46119;Ènova, l';92;5;26;16;4;26;15;9;7;18;54;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46120;Estivella;116;6;40;23;6;26;15;2;25;14;64;11
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46121;Estubeny;14;0;6;2;0;1;5;1;0;4;9;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46122;Faura;325;17;89;43;19;110;47;34;33;24;217;17
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46123;Favara;278;11;65;42;11;86;63;14;27;39;190;8
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46124;Fontanars dels Alforins;91;5;24;17;2;24;19;12;15;20;42;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46125;Fortaleny;138;6;32;31;9;37;23;4;15;19;97;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46126;Foios;785;33;224;151;32;216;129;15;147;99;502;22
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46127;Font d'En Carròs, la;425;17;115;110;18;108;57;22;42;103;254;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46128;Font de la Figuera, la;244;15;54;40;7;78;50;25;50;30;126;13
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46129;Fuenterrobles;57;5;12;14;5;12;9;15;5;5;31;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46130;Gavarda;136;7;29;26;11;30;33;12;22;22;71;9
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46131;Gandia;9646;490;2438;1866;490;2550;1812;266;926;1138;7109;207
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46132;Genovés;352;19;81;63;23;94;72;18;40;89;180;25
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46133;Gestalgar;58;2;9;18;3;9;17;5;11;7;33;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46134;Gilet;361;9;93;63;13;119;64;5;42;52;245;17
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46135;Godella;966;35;217;222;34;225;233;11;111;116;697;31
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46136;Godelleta;331;18;86;66;8;107;46;31;53;47;178;22
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46137;Granja de la Costera, la;21;2;4;2;1;8;4;4;4;1;10;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46138;Guadasséquies;42;2;11;5;0;15;9;2;15;2;22;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46139;Guadassuar;439;26;108;84;24;128;69;65;82;57;210;25
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46140;Guardamar de la Safor;51;3;12;3;2;19;12;2;6;6;37;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46141;Higueruelas;40;0;7;10;2;7;14;0;8;6;24;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46142;Jalance;81;11;14;17;6;17;16;0;12;17;51;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46143;Xeraco;424;22;141;96;18;102;45;40;34;60;285;5
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46144;Jarafuel;79;2;16;29;2;14;16;4;7;17;50;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46145;Xàtiva;3674;199;910;707;139;945;774;137;510;542;2205;280
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46146;Xeresa;153;8;36;43;4;36;26;6;15;26;105;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46147;Llíria;3057;166;801;569;111;823;587;145;440;465;1826;181
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46148;Loriguilla;193;13;52;38;5;53;32;3;35;40;106;9
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46149;Losa del Obispo;49;1;10;7;1;17;13;12;6;7;24;0
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46150;Llutxent;229;27;59;52;7;56;28;14;31;48;133;3
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46151;Llocnou d'En Fenollet;100;5;26;20;7;22;20;3;12;17;61;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46152;Llocnou de la Corona;13;0;3;4;2;3;1;0;2;1;9;1
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46153;Llocnou de Sant Jeroni;57;2;14;11;2;17;11;5;8;7;35;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46154;Llanera de Ranes;157;11;36;32;6;43;29;9;24;32;77;15
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46155;Llaurí;166;11;46;31;7;39;32;4;20;26;112;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46156;Llombai;285;19;69;65;14;70;48;41;47;35;144;18
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46157;Llosa de Ranes, la;414;25;110;98;18;102;61;20;48;68;253;25
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46158;Macastre;175;9;47;40;14;48;17;9;33;29;93;11
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46159;Manises;4438;224;1151;915;180;1149;819;55;701;690;2788;204
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46160;Manuel;255;20;60;49;18;62;46;21;31;33;143;27
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46161;Marines;228;13;57;43;11;65;39;8;43;32;139;6
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46162;Massalavés;211;16;50;42;10;58;35;29;35;18;118;11
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46163;Massalfassar;217;8;55;35;8;73;38;4;38;28;140;7
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46164;Massamagrell;2039;107;537;398;108;552;337;67;292;381;1194;105
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46165;Massanassa;1201;74;306;225;48;323;225;19;214;110;814;44
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46166;Meliana;1239;47;319;218;42;374;239;21;213;165;764;76
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46167;Millares;76;3;14;22;4;11;22;3;42;19;8;4
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46168;Miramar;263;20;73;41;6;79;44;5;12;20;224;2
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46169;Mislata;5785;274;1404;1112;201;1517;1277;89;685;727;3826;458
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46170;Mogente/Moixent;554;30;133;113;31;147;100;47;179;48;235;45
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46171;Moncada;2693;131;739;581;107;651;484;58;353;548;1682;52
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46172;Montserrat;794;36;215;165;34;212;132;22;93;152;483;44
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46173;Montaverner;231;13;51;54;10;49;54;7;78;29;103;14
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46174;Montesa;131;5;22;18;12;39;35;17;19;10;76;9
201302;Febrero de 2013;10;Comunitat Valenciana;46;Valencia/Valéncia;46175;Montitxelvo/Montichelvo;44;4;12;5;1;15;7;2;9;6;27;0
